NUMEROORDEN,IDCERCO,IDFISCAL,EVENTO,TIEMPO,MODOFISCALIZACION,PROCESOS,EJECUCION,ADMINISTRACION,SEGURIDAD,ENTREGA,FLAG_AUDITAR
1-146216439887,148,1606,FISCALIZACIÓN ESPECIAL,0.02821,EN VIVO,,,,,,1
1-146384006753,189,14461,TROUBLE CALL,1.124387,EN VIVO,1,1,1,1,1,1
1-146018038276,100,14407,TROUBLE CALL,33.325907,POSTERIOR,1,1,,,1,0
1-145788693456,347,1786,INSTALACIÓN,27.032258,POSTERIOR,1,1,,,1,0
1-145051464062,157,11964,INSTALACIÓN,17.918219,POSTERIOR,1,1,,,1,0
1-146370864383,198,701,TROUBLE CALL,11.774308,EN VIVO,1,1,1,1,0.833333333,0
1-146304502292,100,14407,TROUBLE CALL,20.001939,POSTERIOR,1,1,,,1,0
1-145635456000,398,15954,INSTALACIÓN,4.106307,POSTERIOR,1,1,,,1,0
1-146338628522,201,703,FISCALIZACIÓN ESPECIAL,0.000621,EN VIVO,,,,,,1
1-146338628522,201,703,TROUBLE CALL,13.575188,EN VIVO,1,1,1,1,1,0
1-146384847264,178,712,TROUBLE CALL,28.712458,EN VIVO,1,1,1,1,1,0
1-146390041086,148,1606,FISCALIZACIÓN ESPECIAL,0.021981,EN VIVO,,,,,,1
1-146404260506,154,717,TROUBLE CALL,49.160961,EN VIVO,1,1,1,1,0.833333333,0
1-145373860632,151,1575,INSTALACIÓN,41.888934,POSTERIOR,1,0.5,,,0,0
1-145579681065,161,3350,CAMBIO TOTAL DE ACOMETIDA,0.010378,POSTERIOR,1,1,,,1,0
1-145307446556,172,700,INSTALACIÓN,22.571424,POSTERIOR,1,1,,,1,0
1-145713780022,242,12002,INSTALACIÓN,52.092963,POSTERIOR,1,1,,,1,0
1-146280810622,399,18883,TROUBLE CALL,14.768577,EN VIVO,1,1,1,1,1,0
1-145339133742,113,28102,INSTALACIÓN,25.784024,POSTERIOR,1,1,,,1,0
1-146397696612,148,1606,INSTALACIÓN,9.368648,EN VIVO,1,1,1,1,1,1
1-146303639262,113,28102,TROUBLE CALL,56.780709,EN VIVO,1,1,1,1,1,0
1-144434643712,161,10287,INSTALACIÓN,35.65487,POSTERIOR,1,0.833333333,,,1,0
1-143729132671,398,15954,CAMBIO TOTAL DE ACOMETIDA,0.000743,POSTERIOR,1,1,,,1,0
1-146276609069,388,14776,INSTALACIÓN,23.045668,POSTERIOR,1,1,,,1,0
1-146380546722,166,10278,TROUBLE CALL,37.746319,EN VIVO,1,1,1,1,1,0
1-146324676720,171,8221,TROUBLE CALL,32.941098,EN VIVO,1,1,1,1,0.833333333,0
1-145921137802,171,8221,INSTALACIÓN,25.277204,POSTERIOR,1,0.833333333,,,1,0
1-145748771663,347,1786,INSTALACIÓN,44.403148,POSTERIOR,1,1,,,0,0
1-146395000794,201,703,FISCALIZACIÓN ESPECIAL,0.00341,EN VIVO,,,,,,1
1-146139374374,189,14461,CAMBIO TOTAL DE ACOMETIDA,0.000401,POSTERIOR,1,1,,,1,0
1-145251677102,189,14461,CAMBIO TOTAL DE ACOMETIDA,0.000192,POSTERIOR,1,1,,,1,0
1-146034192654,152,2631,INSTALACIÓN,26.625562,POSTERIOR,1,1,,,1,0
1-146843393832,388,14776,TROUBLE CALL,9.986979,EN VIVO,1,1,1,1,1,1
1-146474471670,113,28102,CAMBIO TOTAL DE ACOMETIDA,0.002587,POSTERIOR,1,1,,,1,0
1-146770749265,388,14776,INSTALACIÓN,14.936587,POSTERIOR,1,1,,,1,0
1-146826589032,233,715,TROUBLE CALL,10.316456,EN VIVO,1,1,1,1,0.833333333,0
1-146761645194,142,19343,TROUBLE CALL,58.855703,POSTERIOR,1,1,,,1,0
1-146262955464,139,706,INSTALACIÓN,57.961943,POSTERIOR,1,0.666666667,,,1,0
1-146310183672,195,22161,INSTALACIÓN,37.658605,POSTERIOR,1,1,,,1,0
1-145979708632,156,5990,INSTALACIÓN,30.235544,POSTERIOR,1,1,,,1,0
1-146857437826,135,1361,FISCALIZACIÓN ESPECIAL,0.062337,EN VIVO,,,,,,1
1-145783122472,189,14461,INSTALACIÓN,31.453916,POSTERIOR,1,1,,,1,0
1-145934593262,109,24323,TROUBLE CALL,47.368035,POSTERIOR,1,1,,,1,0
1-146768632020,143,696,TROUBLE CALL,35.552004,POSTERIOR,1,0.333333333,,,1,0
1-146803376594,143,696,TROUBLE CALL,7.51445,EN VIVO,1,1,1,1,0.833333333,1
1-145022469350,140,718,INSTALACIÓN,1.901552,POSTERIOR,1,1,,,1,0
1-146842865831,198,701,TROUBLE CALL,33.623853,EN VIVO,1,1,1,1,1,0
1-145365387752,156,5990,INSTALACIÓN,49.90551,POSTERIOR,1,1,,,0,0
1-146673614531,201,703,INSTALACIÓN,47.894982,POSTERIOR,1,0.833333333,,,1,0
1-146684442800,305,14228,TROUBLE CALL,18.893837,EN VIVO,1,1,1,1,1,0
1-146678527933,97,704,FISCALIZACIÓN ESPECIAL,0.003733,EN VIVO,,,,,,1
1-146323869492,109,24323,INSTALACIÓN,42.205178,POSTERIOR,1,1,,,1,0
1-146214517141,152,2631,INSTALACIÓN,53.542145,POSTERIOR,1,0.833333333,,,1,0
1-146761645841,388,14909,TROUBLE CALL,41.72409,POSTERIOR,1,1,,,1,0
1-146146613212,143,696,TROUBLE CALL,12.324387,POSTERIOR,1,0.666666667,,,1,0
1-146827194686,178,712,TROUBLE CALL,49.315591,EN VIVO,1,1,1,1,1,0
1-145337686640,148,1606,TROUBLE CALL,37.745832,POSTERIOR,1,1,,,1,0
1-146867885018,112,705,FISCALIZACIÓN ESPECIAL,0.000635,EN VIVO,,,,,,1
1-146803387350,201,703,FISCALIZACIÓN ESPECIAL,0.011848,EN VIVO,,,,,,1
1-146803387350,201,703,TROUBLE CALL,36.31157,EN VIVO,1,1,1,1,1,0
1-146414084592,242,12002,INSTALACIÓN,25.876801,POSTERIOR,1,1,,,1,0
1-146672983375,242,716,FISCALIZACIÓN ESPECIAL,0.000443,EN VIVO,,,,,,1
1-146815928475,161,3350,TROUBLE CALL,19.490675,EN VIVO,1,1,1,1,1,0
1-146846245945,139,706,FISCALIZACIÓN ESPECIAL,0.06727,EN VIVO,,,,,,1
1-144882564662,242,12002,INSTALACIÓN,40.48023,POSTERIOR,1,1,,,1,0
1-146599770017,189,14461,TROUBLE CALL,20.53865,POSTERIOR,1,1,,,1,0
1-144469450897,399,18883,TROUBLE CALL,52.770875,POSTERIOR,1,1,,,1,0
1-146566772535,154,717,TROUBLE CALL,24.299784,POSTERIOR,1,1,,,1,0
1-146521512271,154,717,TROUBLE CALL,14.453188,POSTERIOR,1,0.666666667,,,1,0
1-146806507536,112,705,FISCALIZACIÓN ESPECIAL,0.000442,EN VIVO,,,,,,1
1-146802158025,201,703,FISCALIZACIÓN ESPECIAL,0.00325,EN VIVO,,,,,,0
1-145467495636,388,14909,TROUBLE CALL,58.186266,POSTERIOR,1,1,,,1,0
1-144822208867,100,14407,INSTALACIÓN,31.778384,POSTERIOR,1,1,,,1,0
1-146102374392,198,701,TROUBLE CALL,1.676745,POSTERIOR,1,1,,,1,0
1-146717159459,178,712,CAMBIO TOTAL DE ACOMETIDA,0.00035,POSTERIOR,1,0.666666667,,,1,0
1-146717159459,178,712,TROUBLE CALL,54.768615,POSTERIOR,1,0.666666667,,,1,0
1-146368598676,156,2530,FISCALIZACIÓN ESPECIAL,0.002252,POSTERIOR,,,,,,0
1-145121692732,388,14909,INSTALACIÓN,47.757952,POSTERIOR,1,0.666666667,,,1,0
1-146620797563,233,715,TROUBLE CALL,18.807251,EN VIVO,1,1,1,1,0.833333333,0
1-146757978496,100,14407,TROUBLE CALL,1.100075,EN VIVO,1,1,1,1,0.833333333,1
1-146449661715,403,21262,INSTALACIÓN,56.743836,EN VIVO,1,1,1,1,1,0
1-145237720213,189,14461,INSTALACIÓN,52.723844,POSTERIOR,1,1,,,1,0
1-146607342972,148,1606,TROUBLE CALL,46.332799,EN VIVO,1,1,1,1,1,0
1-146595234703,135,1361,INSTALACIÓN,57.544584,POSTERIOR,1,1,,,1,0
1-146759109109,135,1361,TROUBLE CALL,12.422706,EN VIVO,1,1,1,1,1,0
1-146757546181,398,15954,TROUBLE CALL,36.851929,EN VIVO,1,1,1,1,1,0
1-146718284105,156,12578,TROUBLE CALL,33.587539,EN VIVO,1,1,1,1,1,0
1-146620567392,148,1606,FISCALIZACIÓN ESPECIAL,0.005612,EN VIVO,,,,,,0
1-146746896092,108,14406,TROUBLE CALL,0.415454,POSTERIOR,1,1,,,1,0
1-146526910612,135,1361,INSTALACIÓN,36.451637,POSTERIOR,1,1,,,1,0
1-146341661802,347,1786,INSTALACIÓN,7.013311,POSTERIOR,1,1,,,0,0
1-146454869369,347,3561,INSTALACIÓN,31.793012,POSTERIOR,1,1,,,0,0
1-145668497512,152,2631,INSTALACIÓN,5.992559,POSTERIOR,1,1,,,1,0
1-146731586983,198,701,TROUBLE CALL,35.350556,EN VIVO,1,1,1,1,1,0
1-145580308203,347,1786,INSTALACIÓN,30.010365,POSTERIOR,1,1,,,1,0
1-146780613425,100,14407,TROUBLE CALL,42.942521,EN VIVO,1,1,1,1,1,0
1-145954849646,151,1575,CAMBIO TOTAL DE ACOMETIDA,0.000718,POSTERIOR,1,1,,,1,0
1-146526958841,156,2530,FISCALIZACIÓN ESPECIAL,0.015401,POSTERIOR,,,,,,0
1-146324434114,166,14216,INSTALACIÓN,26.216812,POSTERIOR,1,0.666666667,,,1,0
1-146750885263,189,14461,TROUBLE CALL,1.494966,EN VIVO,1,1,1,1,1,1
1-146483677482,140,718,TROUBLE CALL,14.275454,POSTERIOR,1,0,,,0,0
1-146541732030,242,12002,TROUBLE CALL,33.884376,POSTERIOR,1,1,,,1,0
1-146106986304,172,700,TROUBLE CALL,3.291608,POSTERIOR,1,1,,,1,0
1-146547170813,154,717,TROUBLE CALL,7.787981,EN VIVO,1,1,1,1,0.833333333,1
1-146445502852,148,1606,INSTALACIÓN,41.756502,EN VIVO,1,1,1,1,0.8,0
1-146534303472,171,8221,INSTALACIÓN,24.38073,POSTERIOR,1,1,,,1,0
1-145514798183,388,14909,TROUBLE CALL,49.954023,POSTERIOR,1,1,,,1,0
1-146482546465,233,715,TROUBLE CALL,31.114517,POSTERIOR,1,1,,,1,0
1-145977169302,154,717,INSTALACIÓN,53.604344,POSTERIOR,1,0.833333333,,,1,0
1-146524426000,161,10287,TROUBLE CALL,42.035627,EN VIVO,1,1,1,1,1,0
1-146156782504,171,8221,TROUBLE CALL,50.606514,EN VIVO,1,1,1,1,1,0
1-146484707282,201,703,FISCALIZACIÓN ESPECIAL,0.012195,EN VIVO,,,,,,1
1-146082479675,118,14372,TROUBLE CALL,36.221433,POSTERIOR,1,1,,,1,0
1-146021774571,388,7398,CAMBIO TOTAL DE ACOMETIDA,0.005931,POSTERIOR,1,1,,,1,0
1-145968359459,172,700,TROUBLE CALL,38.806996,POSTERIOR,1,1,,,1,0
1-145600943919,156,5990,INSTALACIÓN,28.983747,POSTERIOR,1,1,,,1,0
1-146221346812,156,2530,INSTALACIÓN,51.384327,POSTERIOR,1,1,,,0,0
1-145025780926,347,3561,INSTALACIÓN,29.286628,POSTERIOR,1,1,,,1,0
1-146406422605,167,8516,TROUBLE CALL,54.708161,POSTERIOR,1,1,,,1,0
1-146888872908,388,14776,TROUBLE CALL,56.377721,POSTERIOR,0,1,,,0.5,0
1-146978044700,139,706,FISCALIZACIÓN ESPECIAL,0.004943,EN VIVO,,,,,,1
1-146651949514,347,1786,FISCALIZACIÓN ESPECIAL,0.027285,EN VIVO,,,,,,1
1-146989170025,233,715,TROUBLE CALL,16.342206,EN VIVO,1,1,1,1,0.833333333,0
1-145203697115,167,693,TROUBLE CALL,36.729831,POSTERIOR,1,1,,,1,0
1-146056419302,237,2858,TROUBLE CALL,20.912076,POSTERIOR,1,1,,,1,0
1-146977970444,167,8002,TROUBLE CALL,43.490461,POSTERIOR,1,1,,,1,0
1-145668485275,112,705,TROUBLE CALL,42.008522,POSTERIOR,1,0.666666667,,,1,0
1-146971978029,403,21262,TROUBLE CALL,36.062808,EN VIVO,1,1,1,1,1,0
1-146959193722,198,701,TROUBLE CALL,44.383127,EN VIVO,1,1,1,1,1,0
1-147052113197,161,3350,TROUBLE CALL,24.397707,EN VIVO,0.8,1,1,1,1,0
1-146929940142,398,15954,FISCALIZACIÓN ESPECIAL,0.000687,EN VIVO,,,,,,1
1-146957403355,100,14407,TROUBLE CALL,0.003937,POSTERIOR,1,1,,,1,0
1-147041696818,237,2858,TROUBLE CALL,33.888209,EN VIVO,1,1,1,1,1,0
1-146985126107,198,701,TROUBLE CALL,47.472579,EN VIVO,1,1,1,1,1,0
1-147004361985,140,718,FISCALIZACIÓN ESPECIAL,0.000283,POSTERIOR,,,,,,0
1-146982774992,242,716,TROUBLE CALL,53.056496,EN VIVO,1,1,1,1,0.833333333,0
1-146921615357,201,703,FISCALIZACIÓN ESPECIAL,0.005286,EN VIVO,,,,,,1
1-145127521907,388,663,TROUBLE CALL,7.296463,POSTERIOR,1,0.666666667,,,1,0
1-145635668762,167,8516,FISCALIZACIÓN ESPECIAL,0.015426,POSTERIOR,,,,,,0
1-145635668762,167,8516,INSTALACIÓN,27.997302,POSTERIOR,1,0.666666667,,,1,0
1-146343230656,113,14409,TROUBLE CALL,58.203653,POSTERIOR,1,1,,,1,0
1-146522655266,388,663,FISCALIZACIÓN ESPECIAL,0.000296,POSTERIOR,,,,,,0
1-146800463982,148,1606,INSTALACIÓN,48.468191,EN VIVO,1,1,1,1,1,0
1-146894016911,100,14407,TROUBLE CALL,34.98248,EN VIVO,1,1,1,1,1,0
1-146332783134,156,5990,INSTALACIÓN,22.572954,POSTERIOR,1,0.833333333,,,0,0
1-146966861999,135,1361,TROUBLE CALL,44.664181,EN VIVO,1,1,1,1,1,0
1-146999242282,118,14372,TROUBLE CALL,8.906809,EN VIVO,1,1,1,1,1,1
1-146662748990,347,1786,FISCALIZACIÓN ESPECIAL,0.002342,EN VIVO,,,,,,1
1-145128666877,245,10546,TROUBLE CALL,38.1583,POSTERIOR,0,0.666666667,,,0.5,0
1-144619584896,161,3350,FISCALIZACIÓN ESPECIAL,0.028156,POSTERIOR,,,,,,0
1-146974402790,242,716,TROUBLE CALL,8.703586,POSTERIOR,1,1,,,1,0
1-146954141660,201,703,TROUBLE CALL,9.782738,POSTERIOR,0,1,,,1,0
1-146922604212,178,712,INSTALACIÓN,42.966334,POSTERIOR,1,0.833333333,,,1,0
1-146990442692,161,3350,TROUBLE CALL,11.430799,EN VIVO,0.8,0.8,0.666666667,0,0.833333333,0
1-146919729779,403,21262,CAMBIO TOTAL DE ACOMETIDA,0.006967,EN VIVO,1,1,1,1,1,1
1-145328502344,399,18883,TROUBLE CALL,38.928636,POSTERIOR,1,1,,,1,0
1-145250969754,156,2530,INSTALACIÓN,31.262053,POSTERIOR,1,1,,,1,0
1-146637520730,156,5990,INSTALACIÓN,38.812174,POSTERIOR,1,1,,,0,0
1-146970918851,171,8221,TROUBLE CALL,37.997417,EN VIVO,1,1,1,1,1,0
1-145273579362,388,14776,INSTALACIÓN,52.523438,POSTERIOR,1,1,,,1,0
1-146535203191,154,717,TROUBLE CALL,8.074148,POSTERIOR,1,1,,,1,0
1-146406853435,388,14776,FISCALIZACIÓN ESPECIAL,0.000328,POSTERIOR,,,,,,0
1-146975352612,167,8516,TROUBLE CALL,2.68464,EN VIVO,1,0.8,1,1,1,0
1-146909431937,139,706,TROUBLE CALL,21.402364,EN VIVO,1,1,1,1,1,0
1-146766159762,388,663,FISCALIZACIÓN ESPECIAL,0.002638,POSTERIOR,,,,,,0
1-146830866672,388,14909,INSTALACIÓN,57.224391,POSTERIOR,1,1,,,1,0
1-146889553703,189,14461,CAMBIO TOTAL DE ACOMETIDA,0.007655,EN VIVO,1,1,1,1,0.833333333,1
1-146391035381,156,2530,INSTALACIÓN,35.095933,POSTERIOR,1,1,,,1,0
1-142222358614,135,1361,TROUBLE CALL,4.216682,POSTERIOR,1,0.666666667,,,1,0
1-146677353820,166,14216,TROUBLE CALL,31.583233,POSTERIOR,1,1,,,1,0
1-146915944862,195,22161,TROUBLE CALL,56.992321,EN VIVO,1,1,1,1,1,0
1-146931394607,172,700,TROUBLE CALL,10.147296,POSTERIOR,1,1,,,1,0
1-145633573073,388,14909,INSTALACIÓN,4.624979,POSTERIOR,1,0.833333333,,,1,0
1-146846561404,172,700,TROUBLE CALL,5.941621,POSTERIOR,1,1,,,0.5,0
1-146987337148,388,14909,FISCALIZACIÓN ESPECIAL,0.004375,EN VIVO,,,,,,1
1-146987337148,388,14909,INSTALACIÓN,2.562806,EN VIVO,1,1,1,1,0.8,1
1-146950922849,139,706,TROUBLE CALL,31.73951,EN VIVO,1,1,1,1,1,0
1-146891507172,166,14216,TROUBLE CALL,36.967449,EN VIVO,1,1,1,1,1,0
1-146422604252,242,12002,TROUBLE CALL,53.654059,POSTERIOR,1,1,,,1,0
1-144014185229,135,1361,INSTALACIÓN,18.440563,POSTERIOR,1,1,,,1,0
1-146919084738,97,704,FISCALIZACIÓN ESPECIAL,0.004915,EN VIVO,,,,,,1
1-146891565326,198,701,TROUBLE CALL,42.720079,EN VIVO,1,1,1,1,1,0
1-146618401081,118,14372,CAMBIO TOTAL DE ACOMETIDA,0.000615,POSTERIOR,1,1,,,1,0
1-145441741802,143,696,TROUBLE CALL,5.074601,POSTERIOR,1,0.333333333,,,1,0
1-144983991997,399,18883,TROUBLE CALL,55.070251,POSTERIOR,1,1,,,1,0
1-146480888522,143,696,INSTALACIÓN,50.276705,POSTERIOR,1,1,,,1,0
1-144557523866,399,18883,TROUBLE CALL,57.527843,POSTERIOR,1,1,,,1,0
1-146634398761,161,3350,CAMBIO TOTAL DE ACOMETIDA,0.020789,POSTERIOR,1,1,,,1,0
1-146634398761,161,3350,TROUBLE CALL,55.528004,POSTERIOR,1,1,,,1,0
1-145767627006,151,1575,TROUBLE CALL,36.780459,POSTERIOR,1,1,,,1,0
1-146972919152,388,14909,FISCALIZACIÓN ESPECIAL,0.003231,EN VIVO,,,,,,1
1-146580296442,388,14909,INSTALACIÓN,5.36022,POSTERIOR,1,1,,,1,0
1-145742131452,172,700,INSTALACIÓN,24.687545,POSTERIOR,1,1,,,1,0
1-146867437185,166,14216,FISCALIZACIÓN ESPECIAL,0.002374,EN VIVO,,,,,,1
1-146822272231,112,705,TROUBLE CALL,7.438425,EN VIVO,1,1,1,1,0.666666667,1
1-146807576755,148,1606,FISCALIZACIÓN ESPECIAL,0.027257,EN VIVO,,,,,,1
1-146807576755,148,1606,INSTALACIÓN,6.187439,EN VIVO,1,1,1,0,1,1
1-146264771152,166,14216,INSTALACIÓN,50.086277,POSTERIOR,1,0.833333333,,,1,0
1-145380148479,305,14228,INSTALACIÓN,39.399283,POSTERIOR,1,1,,,1,0
1-146817417599,166,14216,FISCALIZACIÓN ESPECIAL,0.000415,EN VIVO,,,,,,1
1-146474277174,156,2530,INSTALACIÓN,42.750801,POSTERIOR,1,0.833333333,,,0,0
1-146175674250,142,19343,TROUBLE CALL,32.821816,POSTERIOR,1,1,,,1,0
1-146769068956,305,14228,TROUBLE CALL,29.165107,EN VIVO,1,1,1,1,1,0
1-145775653362,139,706,INSTALACIÓN,46.590343,POSTERIOR,0,0,,,1,0
1-146551248606,347,3561,INSTALACIÓN,1.472541,EN VIVO,1,1,1,1,1,1
1-146545774982,161,3350,CAMBIO TOTAL DE ACOMETIDA,0.005999,POSTERIOR,0,0.333333333,,,1,0
1-146324824952,118,14372,CAMBIO TOTAL DE ACOMETIDA,0.000482,POSTERIOR,1,1,,,1,0
1-145380025692,242,12002,TROUBLE CALL,51.404518,POSTERIOR,1,1,,,1,0
1-146083261799,151,1575,CAMBIO TOTAL DE ACOMETIDA,0.000189,POSTERIOR,1,1,,,1,0
1-146491421432,154,717,INSTALACIÓN,1.423679,EN VIVO,1,0.833333333,0.333333333,1,1,0
1-146913540799,398,15954,TROUBLE CALL,27.679913,EN VIVO,1,1,1,1,1,0
1-145455108561,161,3350,CAMBIO TOTAL DE ACOMETIDA,0.004372,POSTERIOR,1,1,,,1,0
1-146791014219,398,15954,TROUBLE CALL,56.070398,EN VIVO,1,1,1,1,1,0
1-146347190830,305,14228,TROUBLE CALL,33.77513,POSTERIOR,1,1,,,1,0
1-146102037857,151,1575,TROUBLE CALL,5.441764,POSTERIOR,1,1,,,1,0
1-146856891421,403,21262,TROUBLE CALL,34.198477,EN VIVO,1,1,1,1,1,0
1-146027636602,156,5990,INSTALACIÓN,28.09028,POSTERIOR,1,1,,,1,0
1-146923152264,139,706,FISCALIZACIÓN ESPECIAL,0.004268,EN VIVO,,,,,,1
1-146606943409,113,28102,INSTALACIÓN,29.132177,EN VIVO,1,1,1,1,1,0
1-146911182455,100,14407,FISCALIZACIÓN ESPECIAL,0.002221,EN VIVO,,,,,,1
1-146911182455,100,14407,FISCALIZACIÓN ESPECIAL,0.00267,EN VIVO,,,,,,1
1-146911182455,100,14407,FISCALIZACIÓN ESPECIAL,0.000241,EN VIVO,,,,,,1
1-146865082703,189,14461,TROUBLE CALL,22.428853,EN VIVO,1,1,1,1,1,0
1-145303122988,113,28102,TROUBLE CALL,29.027599,POSTERIOR,1,1,,,1,0
1-147132430367,157,11964,CAMBIO TOTAL DE ACOMETIDA,0.006882,EN VIVO,1,1,1,1,0.833333333,1
1-147146919284,113,14409,TROUBLE CALL,29.455341,EN VIVO,1,1,1,1,0.833333333,0
1-147115626062,148,1606,INSTALACIÓN,16.101341,EN VIVO,1,1,1,1,1,0
1-147175007684,388,14776,FISCALIZACIÓN ESPECIAL,0.016599,POSTERIOR,,,,,,0
1-146626108723,152,2631,INSTALACIÓN,31.725212,POSTERIOR,1,1,,,1,0
1-146917711525,388,14776,CAMBIO TOTAL DE ACOMETIDA,0.005386,POSTERIOR,1,1,,,1,0
1-147175895586,195,22161,TROUBLE CALL,40.414941,EN VIVO,1,1,1,1,0.833333333,0
1-145657209130,347,3561,FISCALIZACIÓN ESPECIAL,0.012653,EN VIVO,,,,,,0
1-146541368385,347,3561,INSTALACIÓN,0.985963,POSTERIOR,1,0.833333333,,,1,0
1-147170240322,166,10278,TROUBLE CALL,10.759744,EN VIVO,1,1,1,1,1,0
1-146617504646,152,2631,FISCALIZACIÓN ESPECIAL,0.000678,POSTERIOR,,,,,,0
1-146539219192,154,717,FISCALIZACIÓN ESPECIAL,0.002864,POSTERIOR,,,,,,0
1-146539219192,154,717,INSTALACIÓN,6.552687,POSTERIOR,1,0.666666667,,,0,0
1-146327434182,140,718,INSTALACIÓN,47.943109,POSTERIOR,1,1,,,1,0
1-147159497517,140,718,TROUBLE CALL,26.189748,EN VIVO,1,1,1,1,1,0
1-146803168845,171,8221,TROUBLE CALL,21.93485,POSTERIOR,0,0.333333333,,,1,0
1-147162348195,139,706,FISCALIZACIÓN ESPECIAL,0.026132,EN VIVO,,,,,,1
1-147162348195,139,706,TROUBLE CALL,11.296258,EN VIVO,1,1,1,1,1,0
1-147124631811,242,12002,TROUBLE CALL,44.742425,EN VIVO,1,1,1,1,0.833333333,0
1-145329547822,237,2858,TROUBLE CALL,38.724231,POSTERIOR,1,1,,,1,0
1-147130885850,112,705,FISCALIZACIÓN ESPECIAL,0.00689,EN VIVO,,,,,,1
1-146032878944,140,718,TROUBLE CALL,52.625638,POSTERIOR,1,1,,,1,0
1-146669514498,157,11964,TROUBLE CALL,37.740405,POSTERIOR,1,1,,,1,0
1-145184215077,108,14406,CAMBIO TOTAL DE ACOMETIDA,0.000506,POSTERIOR,1,1,,,1,0
1-147136084902,398,15954,FISCALIZACIÓN ESPECIAL,0.003599,EN VIVO,,,,,,1
1-146627605016,156,2530,INSTALACIÓN,6.68454,POSTERIOR,1,0.5,,,1,0
1-146536405791,113,28102,INSTALACIÓN,41.581647,EN VIVO,1,1,1,1,1,0
1-147018256261,245,10546,CAMBIO TOTAL DE ACOMETIDA,0.005465,POSTERIOR,1,1,,,1,0
1-147192360773,140,718,TROUBLE CALL,50.828162,EN VIVO,1,1,1,1,1,0
1-146153902570,388,14909,INSTALACIÓN,9.956743,POSTERIOR,1,1,,,1,0
1-146811563326,242,716,TROUBLE CALL,34.052605,POSTERIOR,0,1,,,1,0
1-146341594330,388,663,INSTALACIÓN,58.516015,POSTERIOR,1,1,,,1,0
1-146332990682,161,10287,INSTALACIÓN,56.318355,POSTERIOR,1,0.833333333,,,1,0
1-146340859946,142,19343,INSTALACIÓN,27.873965,POSTERIOR,1,1,,,1,0
1-147168496922,100,14407,TROUBLE CALL,2.387353,EN VIVO,1,1,1,1,1,1
1-147142374428,167,8002,TROUBLE CALL,32.629306,EN VIVO,1,1,1,1,1,0
1-147172089661,100,14407,FISCALIZACIÓN ESPECIAL,0.003374,EN VIVO,,,,,,1
1-147042626592,245,10546,TROUBLE CALL,29.557159,EN VIVO,1,1,1,1,1,0
1-147049710063,388,663,TROUBLE CALL,40.088605,POSTERIOR,1,1,,,1,0
1-146769974922,100,14407,INSTALACIÓN,11.967745,POSTERIOR,1,1,,,1,0
1-147100806512,143,696,TROUBLE CALL,22.497634,EN VIVO,1,1,1,1,0.833333333,0
1-146813887009,233,715,TROUBLE CALL,37.994402,POSTERIOR,1,1,,,1,0
1-145608619988,201,703,INSTALACIÓN,33.736294,POSTERIOR,1,1,,,1,0
1-146522857424,185,7987,FISCALIZACIÓN ESPECIAL,0.014411,POSTERIOR,,,,,,0
1-147086518574,108,14406,TROUBLE CALL,38.188641,EN VIVO,1,1,1,1,0.833333333,0
1-144932889815,398,15954,CAMBIO TOTAL DE ACOMETIDA,0.005873,POSTERIOR,1,1,,,1,0
1-147137680473,161,10287,TROUBLE CALL,26.86959,EN VIVO,1,1,1,1,1,0
1-146908225422,148,1606,INSTALACIÓN,20.199681,EN VIVO,1,0.5,1,1,1,0
1-146779082622,242,12002,TROUBLE CALL,40.274152,POSTERIOR,1,1,,,1,0
1-147045066206,113,14409,TROUBLE CALL,50.996678,POSTERIOR,1,1,,,1,0
1-146752922584,347,1786,INSTALACIÓN,2.39013,POSTERIOR,1,0.833333333,,,0,0
1-147282592045,156,12578,CAMBIO TOTAL DE ACOMETIDA,0.000218,POSTERIOR,1,1,,,1,0
1-147326658223,167,8516,TROUBLE CALL,50.973962,EN VIVO,1,1,1,1,1,0
1-147311586572,142,19343,FISCALIZACIÓN ESPECIAL,0.007009,EN VIVO,,,,,,0
1-146539584114,156,2530,INSTALACIÓN,37.224223,POSTERIOR,1,0.833333333,,,0,0
1-145838206239,242,12002,TROUBLE CALL,21.522543,POSTERIOR,0,1,,,1,0
1-147373679699,100,14407,CAMBIO TOTAL DE ACOMETIDA,0.000244,POSTERIOR,1,1,,,1,0
1-147373679699,100,14407,TROUBLE CALL,21.939887,POSTERIOR,1,1,,,1,0
1-147320430547,172,700,TROUBLE CALL,9.903416,EN VIVO,1,1,1,1,0.833333333,1
1-147363810182,245,10546,INSTALACIÓN,45.513234,POSTERIOR,1,1,,,1,0
1-147218339846,198,701,TROUBLE CALL,41.823704,EN VIVO,1,1,1,1,1,0
1-147224903558,245,10546,TROUBLE CALL,54.760795,POSTERIOR,1,1,,,1,0
1-146073086773,242,716,TROUBLE CALL,48.932251,POSTERIOR,0,0.333333333,,,1,0
1-147382507937,195,22161,TROUBLE CALL,12.887944,EN VIVO,1,1,1,1,0.833333333,0
1-147369459689,388,14776,INSTALACIÓN,15.072508,POSTERIOR,1,1,,,1,0
1-147416833622,139,706,TROUBLE CALL,19.99151,EN VIVO,1,1,1,1,1,0
1-147129317365,109,24323,TROUBLE CALL,2.426084,POSTERIOR,1,1,,,1,0
